student_id,grade_level,ses_band,baseline_score,baseline_engagement,treatment,week,post_period,weekly_active_days,assignments_completed,engagement_index,assessment_score
2008,7,high,88.63226831892243,4.25811319290894,True,3,False,3,3,3.0,92.60336628984004
2008,7,high,88.63226831892243,4.25811319290894,True,4,False,3,3,3.0,84.83208941157406
2008,7,high,88.63226831892243,4.25811319290894,True,6,False,5,4,4.5,86.93601612420048
2008,7,high,88.63226831892243,4.25811319290894,True,7,True,5,4,4.5,94.62140928674279
2008,7,high,88.63226831892243,4.25811319290894,True,8,True,5,4,4.5,87.2056058240245
2008,7,high,88.63226831892243,4.25811319290894,True,10,True,5,5,5.0,93.83199712068931
2008,7,high,88.63226831892243,4.25811319290894,True,11,True,5,4,4.5,91.15905284753572
2008,7,high,88.63226831892243,4.25811319290894,True,12,True,4,3,3.5,94.09199432421559
2009,11,high,71.5426294714171,3.305089479815338,False,1,False,4,1,2.5,73.36933215736552
2009,11,high,71.5426294714171,3.305089479815338,False,2,False,2,0,1.0,74.04773983266044
2009,11,high,71.5426294714171,3.305089479815338,False,3,False,4,4,4.0,69.85833465804308
2009,11,high,71.5426294714171,3.305089479815338,False,4,False,3,1,2.0,66.17214030184326
2009,11,high,71.5426294714171,3.305089479815338,False,5,False,3,2,2.5,73.53736683494455
2009,11,high,71.5426294714171,3.305089479815338,False,6,False,7,5,6.0,72.39956734088277
2009,11,high,71.5426294714171,3.305089479815338,False,7,True,6,3,4.5,81.31026454596555
2009,11,high,71.5426294714171,3.305089479815338,False,8,True,5,2,3.5,78.70916447520648
2009,11,high,71.5426294714171,3.305089479815338,False,9,True,2,1,1.5,71.6941369503424
2009,11,high,71.5426294714171,3.305089479815338,False,10,True,4,3,3.5,81.32470945058371
2009,11,high,71.5426294714171,3.305089479815338,False,11,True,6,3,4.5,74.477217313465
2009,11,high,71.5426294714171,3.305089479815338,False,12,True,2,3,2.5,69.7189411894662
2010,10,high,80.77754779556741,2.285222542828138,True,1,False,5,5,5.0,79.78818378789309
2010,10,high,80.77754779556741,2.285222542828138,True,2,False,6,5,5.5,84.42975187635213
2010,10,high,80.77754779556741,2.285222542828138,True,3,False,4,3,3.5,78.5001191014423
2010,10,high,80.77754779556741,2.285222542828138,True,5,False,1,0,0.5,85.02349128627539
2010,10,high,80.77754779556741,2.285222542828138,True,6,False,1,2,1.5,80.0065786173723
2010,10,high,80.77754779556741,2.285222542828138,True,7,True,3,0,1.5,77.26175379279076
2010,10,high,80.77754779556741,2.285222542828138,True,8,True,6,5,5.5,87.54333141172111
2010,10,high,80.77754779556741,2.285222542828138,True,9,True,6,5,5.5,81.83820148393337
2010,10,high,80.77754779556741,2.285222542828138,True,10,True,3,2,2.5,87.745369470382
2010,10,high,80.77754779556741,2.285222542828138,True,11,True,2,2,2.0,90.76663007377563
2010,10,high,80.77754779556741,2.285222542828138,True,12,True,2,0,1.0,78.06845022520562
2011,9,high,70.29897208067601,2.3492275691618483,True,1,False,4,1,2.5,70.90582946288173
2011,9,high,70.29897208067601,2.3492275691618483,True,2,False,1,0,0.5,67.17378496993184
2011,9,high,70.29897208067601,2.3492275691618483,True,3,False,1,0,0.5,70.14791786872227
2011,9,high,70.29897208067601,2.3492275691618483,True,4,False,1,1,1.0,71.59415816204844
2011,9,high,70.29897208067601,2.3492275691618483,True,5,False,3,4,3.5,71.84647433915778
2011,9,high,70.29897208067601,2.3492275691618483,True,6,False,3,3,3.0,72.07439356119076
2011,9,high,70.29897208067601,2.3492275691618483,True,7,True,2,2,2.0,74.63001974080268
2011,9,high,70.29897208067601,2.3492275691618483,True,8,True,4,4,4.0,63.28172545742154
2011,9,high,70.29897208067601,2.3492275691618483,True,9,True,2,1,1.5,70.24328212684922
2011,9,high,70.29897208067601,2.3492275691618483,True,10,True,2,1,1.5,77.4123626900336
2011,9,high,70.29897208067601,2.3492275691618483,True,11,True,0,1,0.5,75.44337730368272
2011,9,high,70.29897208067601,2.3492275691618483,True,12,True,3,0,1.5,74.33014401357147
2012,8,mid,70.85267065243413,4.537243552516126,False,1,False,5,0,2.5,63.83267913598998
2012,8,mid,70.85267065243413,4.537243552516126,False,3,False,7,4,5.5,71.61075741914017
2012,8,mid,70.85267065243413,4.537243552516126,False,4,False,2,1,1.5,73.42149803222064
2012,8,mid,70.85267065243413,4.537243552516126,False,5,False,4,2,3.0,75.01862485455472
2012,8,mid,70.85267065243413,4.537243552516126,False,6,False,1,0,0.5,73.18174547364173
2012,8,mid,70.85267065243413,4.537243552516126,False,7,True,3,4,3.5,68.94641297207664
2012,8,mid,70.85267065243413,4.537243552516126,False,8,True,3,5,4.0,67.41437004072948
2012,8,mid,70.85267065243413,4.537243552516126,False,9,True,2,0,1.0,71.28886647210682
2012,8,mid,70.85267065243413,4.537243552516126,False,10,True,4,4,4.0,74.21027064339742
2012,8,mid,70.85267065243413,4.537243552516126,False,11,True,6,4,5.0,74.58714986893739
2012,8,mid,70.85267065243413,4.537243552516126,False,12,True,3,4,3.5,68.41419065382352
2013,7,low,54.99691109147939,4.1817322619529635,True,1,False,5,2,3.5,51.27414436411404
2013,7,low,54.99691109147939,4.1817322619529635,True,2,False,1,1,1.0,53.30934485183025
2013,7,low,54.99691109147939,4.1817322619529635,True,3,False,3,2,2.5,65.54073926756074
2013,7,low,54.99691109147939,4.1817322619529635,True,4,False,3,2,2.5,51.16744091568318
2013,7,low,54.99691109147939,4.1817322619529635,True,5,False,7,5,6.0,60.29172741981249
2013,7,low,54.99691109147939,4.1817322619529635,True,6,False,4,1,2.5,65.45520774154843
2013,7,low,54.99691109147939,4.1817322619529635,True,7,True,5,4,4.5,58.921094999766446
2013,7,low,54.99691109147939,4.1817322619529635,True,8,True,7,5,6.0,65.86515043530767
2013,7,low,54.99691109147939,4.1817322619529635,True,9,True,5,3,4.0,62.23303163234641
2013,7,low,54.99691109147939,4.1817322619529635,True,11,True,4,2,3.0,60.818657154008605
2013,7,low,54.99691109147939,4.1817322619529635,True,12,True,3,2,2.5,62.698239127997475
2014,12,mid,48.49238130307433,4.669737214019461,True,1,False,6,3,4.5,51.85084357834426
2014,12,mid,48.49238130307433,4.669737214019461,True,2,False,7,5,6.0,56.39565980003082
2014,12,mid,48.49238130307433,4.669737214019461,True,4,False,3,2,2.5,40.70557847563262
2014,12,mid,48.49238130307433,4.669737214019461,True,5,False,7,5,6.0,45.54873559564814
2014,12,mid,48.49238130307433,4.669737214019461,True,6,False,5,5,5.0,53.14787872630501
2014,12,mid,48.49238130307433,4.669737214019461,True,7,True,5,4,4.5,57.41912986222446
2014,12,mid,48.49238130307433,4.669737214019461,True,8,True,7,5,6.0,52.07720754268975
2014,12,mid,48.49238130307433,4.669737214019461,True,9,True,2,1,1.5,55.91806916490129
2014,12,mid,48.49238130307433,4.669737214019461,True,10,True,3,5,4.0,60.580827889049196
2014,12,mid,48.49238130307433,4.669737214019461,True,11,True,5,4,4.5,59.05090309737681
2014,12,mid,48.49238130307433,4.669737214019461,True,12,True,2,0,1.0,58.41065434047445
2015,10,low,82.5190521183596,3.676685481146569,True,2,False,1,1,1.0,85.76504176121084
2015,10,low,82.5190521183596,3.676685481146569,True,3,False,0,0,0.0,81.345559200826
2015,10,low,82.5190521183596,3.676685481146569,True,4,False,1,0,0.5,79.8309466329928
2015,10,low,82.5190521183596,3.676685481146569,True,5,False,7,5,6.0,82.10090106558008
2015,10,low,82.5190521183596,3.676685481146569,True,6,False,5,3,4.0,83.33573060387691
2015,10,low,82.5190521183596,3.676685481146569,True,7,True,4,4,4.0,81.93128336464518
2015,10,low,82.5190521183596,3.676685481146569,True,8,True,4,3,3.5,89.53481542643598
2015,10,low,82.5190521183596,3.676685481146569,True,9,True,6,5,5.5,83.37077259090668
2015,10,low,82.5190521183596,3.676685481146569,True,11,True,5,5,5.0,85.51711431668829
2015,10,low,82.5190521183596,3.676685481146569,True,12,True,3,1,2.0,78.70798028223626
2016,8,low,70.7805821426242,2.2247061348986725,True,1,False,1,1,1.0,82.80375233185123
2016,8,low,70.7805821426242,2.2247061348986725,True,2,False,1,1,1.0,66.96567855257494
2016,8,low,70.7805821426242,2.2247061348986725,True,4,False,0,1,0.5,68.53195528786794
2016,8,low,70.7805821426242,2.2247061348986725,True,5,False,5,4,4.5,69.40753984947895
2016,8,low,70.7805821426242,2.2247061348986725,True,7,True,4,1,2.5,68.05875120204675
2016,8,low,70.7805821426242,2.2247061348986725,True,8,True,1,0,0.5,75.45801883284334
2016,8,low,70.7805821426242,2.2247061348986725,True,9,True,2,0,1.0,67.6462802860662
2016,8,low,70.7805821426242,2.2247061348986725,True,10,True,3,2,2.5,71.44906796553121
2016,8,low,70.7805821426242,2.2247061348986725,True,12,True,1,0,0.5,75.19408082036946
2017,8,low,72.06428122986618,2.8032694754401417,True,1,False,2,3,2.5,72.87853080924127
2017,8,low,72.06428122986618,2.8032694754401417,True,2,False,2,0,1.0,71.53237712625233
2017,8,low,72.06428122986618,2.8032694754401417,True,3,False,0,0,0.0,76.65682178240382
2017,8,low,72.06428122986618,2.8032694754401417,True,4,False,3,2,2.5,71.36042643835549
2017,8,low,72.06428122986618,2.8032694754401417,True,5,False,3,1,2.0,71.13365158180125
2017,8,low,72.06428122986618,2.8032694754401417,True,6,False,1,3,2.0,71.41985596839774
2017,8,low,72.06428122986618,2.8032694754401417,True,7,True,1,0,0.5,71.65941046121232
2017,8,low,72.06428122986618,2.8032694754401417,True,8,True,4,4,4.0,78.91515563040308
2017,8,low,72.06428122986618,2.8032694754401417,True,9,True,0,0,0.0,72.9403054220503
2017,8,low,72.06428122986618,2.8032694754401417,True,10,True,2,1,1.5,73.49635119186891
2017,8,low,72.06428122986618,2.8032694754401417,True,11,True,3,3,3.0,71.88079510500587
2017,8,low,72.06428122986618,2.8032694754401417,True,12,True,3,1,2.0,71.0821149708537
2018,11,high,57.509462477995896,2.0588016145800694,True,1,False,1,2,1.5,59.73633251005389
2018,11,high,57.509462477995896,2.0588016145800694,True,2,False,2,1,1.5,58.42597525310714
2018,11,high,57.509462477995896,2.0588016145800694,True,3,False,2,2,2.0,59.42996031495192
2018,11,high,57.509462477995896,2.0588016145800694,True,4,False,0,1,0.5,63.92330166200271
2018,11,high,57.509462477995896,2.0588016145800694,True,5,False,2,0,1.0,59.98548635154379
2018,11,high,57.509462477995896,2.0588016145800694,True,6,False,1,0,0.5,54.77941430356573
2018,11,high,57.509462477995896,2.0588016145800694,True,7,True,3,1,2.0,60.6575154746435
2018,11,high,57.509462477995896,2.0588016145800694,True,8,True,2,3,2.5,64.04771822529142
2018,11,high,57.509462477995896,2.0588016145800694,True,9,True,1,4,2.5,64.28590646843489
2018,11,high,57.509462477995896,2.0588016145800694,True,11,True,2,2,2.0,48.802160401286145
2018,11,high,57.509462477995896,2.0588016145800694,True,12,True,1,1,1.0,56.53271394405478
2019,11,mid,60.96935822206376,1.7894951748993009,True,1,False,3,1,2.0,51.319895749933735
2019,11,mid,60.96935822206376,1.7894951748993009,True,2,False,2,1,1.5,66.19061197953528
2019,11,mid,60.96935822206376,1.7894951748993009,True,3,False,3,3,3.0,54.39121919886235
2019,11,mid,60.96935822206376,1.7894951748993009,True,4,False,1,2,1.5,61.10221049109321
2019,11,mid,60.96935822206376,1.7894951748993009,True,5,False,2,1,1.5,65.82644986918665
2019,11,mid,60.96935822206376,1.7894951748993009,True,6,False,4,2,3.0,60.68394036683811
2019,11,mid,60.96935822206376,1.7894951748993009,True,7,True,0,0,0.0,68.95626808810557
2019,11,mid,60.96935822206376,1.7894951748993009,True,8,True,1,2,1.5,65.23176635211205
2019,11,mid,60.96935822206376,1.7894951748993009,True,9,True,2,3,2.5,59.92261021887637
2019,11,mid,60.96935822206376,1.7894951748993009,True,10,True,0,0,0.0,61.69834845200957
2019,11,mid,60.96935822206376,1.7894951748993009,True,11,True,1,1,1.0,59.50586477021078
2019,11,mid,60.96935822206376,1.7894951748993009,True,12,True,4,3,3.5,61.45751638453231
2020,9,high,80.62302001134985,4.267723110789724,True,1,False,1,1,1.0,86.98663885006584
2020,9,high,80.62302001134985,4.267723110789724,True,2,False,4,3,3.5,81.2874343201961
2020,9,high,80.62302001134985,4.267723110789724,True,3,False,4,3,3.5,86.92986881892517
2020,9,high,80.62302001134985,4.267723110789724,True,4,False,4,2,3.0,77.88812919159699
2020,9,high,80.62302001134985,4.267723110789724,True,5,False,6,4,5.0,76.51574385700714
2020,9,high,80.62302001134985,4.267723110789724,True,6,False,3,0,1.5,81.06797457922214
2020,9,high,80.62302001134985,4.267723110789724,True,7,True,5,4,4.5,91.51759741854883
2020,9,high,80.62302001134985,4.267723110789724,True,8,True,7,5,6.0,85.43845166478197
2020,9,high,80.62302001134985,4.267723110789724,True,9,True,2,0,1.0,79.13481218596411
2020,9,high,80.62302001134985,4.267723110789724,True,10,True,0,1,0.5,80.33860909252691
2020,9,high,80.62302001134985,4.267723110789724,True,11,True,1,2,1.5,80.1169631868209
2020,9,high,80.62302001134985,4.267723110789724,True,12,True,3,2,2.5,74.91320223472836
2021,8,high,87.40143770841436,4.687040303575305,True,1,False,3,2,2.5,85.73292656180365
2021,8,high,87.40143770841436,4.687040303575305,True,2,False,6,3,4.5,87.90799235117503
2021,8,high,87.40143770841436,4.687040303575305,True,3,False,4,2,3.0,94.2387278318736
2021,8,high,87.40143770841436,4.687040303575305,True,4,False,2,2,2.0,88.67411415438856
2021,8,high,87.40143770841436,4.687040303575305,True,5,False,7,5,6.0,84.45211757015637
2021,8,high,87.40143770841436,4.687040303575305,True,6,False,3,0,1.5,90.99448331939355
2021,8,high,87.40143770841436,4.687040303575305,True,7,True,6,5,5.5,83.93115674260022
2021,8,high,87.40143770841436,4.687040303575305,True,8,True,7,5,6.0,83.0417775703488
2021,8,high,87.40143770841436,4.687040303575305,True,9,True,3,1,2.0,88.47025886795518
2021,8,high,87.40143770841436,4.687040303575305,True,10,True,5,4,4.5,88.96927911059974
2021,8,high,87.40143770841436,4.687040303575305,True,11,True,6,5,5.5,88.8671019943423
2021,8,high,87.40143770841436,4.687040303575305,True,12,True,3,3,3.0,91.5300690409649
2022,10,high,63.78725986227448,5.634118752971733,False,1,False,5,2,3.5,61.532037306252796
2022,10,high,63.78725986227448,5.634118752971733,False,2,False,7,5,6.0,69.51156803910968
2022,10,high,63.78725986227448,5.634118752971733,False,3,False,5,5,5.0,65.93254817697867
2022,10,high,63.78725986227448,5.634118752971733,False,4,False,5,5,5.0,63.30118420045164
2022,10,high,63.78725986227448,5.634118752971733,False,5,False,6,5,5.5,64.42126365124936
2022,10,high,63.78725986227448,5.634118752971733,False,6,False,7,4,5.5,62.5864164482002
2022,10,high,63.78725986227448,5.634118752971733,False,7,True,6,5,5.5,62.25039564783881
2022,10,high,63.78725986227448,5.634118752971733,False,8,True,4,4,4.0,67.75944793420999
2022,10,high,63.78725986227448,5.634118752971733,False,9,True,7,4,5.5,62.13852831802843
2022,10,high,63.78725986227448,5.634118752971733,False,10,True,4,4,4.0,66.89591509355297
2022,10,high,63.78725986227448,5.634118752971733,False,11,True,7,4,5.5,67.55859156593168
2022,10,high,63.78725986227448,5.634118752971733,False,12,True,6,3,4.5,61.12168029323016
2023,10,low,76.71483288363055,3.251203081486615,False,2,False,4,4,4.0,75.36500988568233
2023,10,low,76.71483288363055,3.251203081486615,False,3,False,3,4,3.5,86.1652087077064
2023,10,low,76.71483288363055,3.251203081486615,False,4,False,1,1,1.0,79.65059633584637
2023,10,low,76.71483288363055,3.251203081486615,False,5,False,3,2,2.5,70.26650679506155
2023,10,low,76.71483288363055,3.251203081486615,False,6,False,1,1,1.0,73.72814512621349
2023,10,low,76.71483288363055,3.251203081486615,False,7,True,4,2,3.0,80.39844143598471
2023,10,low,76.71483288363055,3.251203081486615,False,8,True,1,1,1.0,80.36065541688636
2023,10,low,76.71483288363055,3.251203081486615,False,9,True,1,1,1.0,83.52439102339166
2023,10,low,76.71483288363055,3.251203081486615,False,10,True,2,2,2.0,80.90602141193936
2023,10,low,76.71483288363055,3.251203081486615,False,11,True,3,2,2.5,78.37832335677157
2023,10,low,76.71483288363055,3.251203081486615,False,12,True,2,3,2.5,76.00090329768835
2024,10,high,71.90024932681605,2.4801701757307195,False,1,False,2,1,1.5,73.52948236849116
2024,10,high,71.90024932681605,2.4801701757307195,False,2,False,1,0,0.5,78.39002316239278
2024,10,high,71.90024932681605,2.4801701757307195,False,3,False,2,2,2.0,72.35538913076431
2024,10,high,71.90024932681605,2.4801701757307195,False,4,False,3,3,3.0,73.50532012946904
2024,10,high,71.90024932681605,2.4801701757307195,False,5,False,2,1,1.5,71.36551294743056
2024,10,high,71.90024932681605,2.4801701757307195,False,7,True,1,1,1.0,71.63481191046071
2024,10,high,71.90024932681605,2.4801701757307195,False,8,True,1,2,1.5,74.74530212423574
2024,10,high,71.90024932681605,2.4801701757307195,False,9,True,1,1,1.0,74.55571948754643
2024,10,high,71.90024932681605,2.4801701757307195,False,10,True,2,5,3.5,73.2027594628434
2024,10,high,71.90024932681605,2.4801701757307195,False,11,True,1,1,1.0,70.50843029474896
2024,10,high,71.90024932681605,2.4801701757307195,False,12,True,2,0,1.0,78.39037826282944
2025,6,high,68.79471059922274,3.653973828229422,False,1,False,3,1,2.0,75.44710664381907
2025,6,high,68.79471059922274,3.653973828229422,False,2,False,4,2,3.0,62.62954050157231
2025,6,high,68.79471059922274,3.653973828229422,False,3,False,2,1,1.5,71.71170364031389
2025,6,high,68.79471059922274,3.653973828229422,False,4,False,6,4,5.0,67.62331579788075
2025,6,high,68.79471059922274,3.653973828229422,False,5,False,5,4,4.5,68.61182186909402
2025,6,high,68.79471059922274,3.653973828229422,False,6,False,1,1,1.0,68.43210665432953
2025,6,high,68.79471059922274,3.653973828229422,False,7,True,2,2,2.0,70.81335357109145
2025,6,high,68.79471059922274,3.653973828229422,False,8,True,4,1,2.5,70.1644232870648
2025,6,high,68.79471059922274,3.653973828229422,False,9,True,7,5,6.0,63.534041153147214
2025,6,high,68.79471059922274,3.653973828229422,False,10,True,2,1,1.5,67.88770669883955
2025,6,high,68.79471059922274,3.653973828229422,False,11,True,5,4,4.5,67.00213691637659
2025,6,high,68.79471059922274,3.653973828229422,False,12,True,4,4,4.0,66.10458649539213
2026,9,high,88.51959020178319,3.8879326049222627,True,1,False,4,1,2.5,85.13717281196462
2026,9,high,88.51959020178319,3.8879326049222627,True,2,False,4,4,4.0,84.44799811008313
2026,9,high,88.51959020178319,3.8879326049222627,True,3,False,4,4,4.0,90.92096741824928
2026,9,high,88.51959020178319,3.8879326049222627,True,4,False,3,1,2.0,84.45016191105833
2026,9,high,88.51959020178319,3.8879326049222627,True,5,False,1,1,1.0,85.79190288084331
2026,9,high,88.51959020178319,3.8879326049222627,True,6,False,7,4,5.5,82.18681836704977
2026,9,high,88.51959020178319,3.8879326049222627,True,7,True,1,1,1.0,93.26540407670183
2026,9,high,88.51959020178319,3.8879326049222627,True,8,True,2,1,1.5,87.9235346157448
2026,9,high,88.51959020178319,3.8879326049222627,True,9,True,4,5,4.5,91.89261306299848
2026,9,high,88.51959020178319,3.8879326049222627,True,10,True,6,3,4.5,89.04344222674324
2026,9,high,88.51959020178319,3.8879326049222627,True,11,True,2,1,1.5,84.26651587356045
2026,9,high,88.51959020178319,3.8879326049222627,True,12,True,2,1,1.5,85.76613189859563
2027,10,low,65.46798353977248,2.6181279939970032,False,1,False,3,3,3.0,67.94394229761436
2027,10,low,65.46798353977248,2.6181279939970032,False,2,False,2,1,1.5,64.66613549559554
2027,10,low,65.46798353977248,2.6181279939970032,False,3,False,1,1,1.0,66.50508419238736
2027,10,low,65.46798353977248,2.6181279939970032,False,4,False,1,0,0.5,65.84440464224518
2027,10,low,65.46798353977248,2.6181279939970032,False,5,False,3,2,2.5,70.52767969328691
2027,10,low,65.46798353977248,2.6181279939970032,False,6,False,3,3,3.0,69.58027155531524
2027,10,low,65.46798353977248,2.6181279939970032,False,7,True,5,3,4.0,72.91057686914588
2027,10,low,65.46798353977248,2.6181279939970032,False,8,True,0,0,0.0,65.24631084149442
2027,10,low,65.46798353977248,2.6181279939970032,False,9,True,0,0,0.0,68.83624495893001
2027,10,low,65.46798353977248,2.6181279939970032,False,10,True,4,3,3.5,66.90713109904203
2027,10,low,65.46798353977248,2.6181279939970032,False,12,True,3,2,2.5,69.76652939066278
2028,12,low,82.40712637017485,3.7918920948783725,True,2,False,4,3,3.5,77.2108762926528
2028,12,low,82.40712637017485,3.7918920948783725,True,3,False,6,3,4.5,77.37235895322233
2028,12,low,82.40712637017485,3.7918920948783725,True,5,False,3,1,2.0,85.11446425698382
2028,12,low,82.40712637017485,3.7918920948783725,True,6,False,5,5,5.0,83.76261665448429
2028,12,low,82.40712637017485,3.7918920948783725,True,7,True,6,5,5.5,81.74307904066994
2028,12,low,82.40712637017485,3.7918920948783725,True,10,True,6,4,5.0,81.65805452542676
2028,12,low,82.40712637017485,3.7918920948783725,True,11,True,0,0,0.0,88.54470923479808
2028,12,low,82.40712637017485,3.7918920948783725,True,12,True,5,2,3.5,83.63037158259726
2029,9,high,73.8142331704205,2.661812134302382,True,1,False,2,2,2.0,72.40470409789664
2029,9,high,73.8142331704205,2.661812134302382,True,2,False,4,3,3.5,77.06989594211713
2029,9,high,73.8142331704205,2.661812134302382,True,3,False,1,2,1.5,70.83293079424747
2029,9,high,73.8142331704205,2.661812134302382,True,4,False,3,2,2.5,71.6695474604113
2029,9,high,73.8142331704205,2.661812134302382,True,5,False,3,3,3.0,73.71933556936635
2029,9,high,73.8142331704205,2.661812134302382,True,6,False,3,2,2.5,76.73732742881843
2029,9,high,73.8142331704205,2.661812134302382,True,7,True,3,3,3.0,78.37071231283961
2029,9,high,73.8142331704205,2.661812134302382,True,8,True,5,5,5.0,82.91860501065571
2029,9,high,73.8142331704205,2.661812134302382,True,9,True,2,3,2.5,81.82647181629116
2029,9,high,73.8142331704205,2.661812134302382,True,10,True,2,1,1.5,83.70836658367841
2029,9,high,73.8142331704205,2.661812134302382,True,11,True,4,3,3.5,74.27921447791033
2029,9,high,73.8142331704205,2.661812134302382,True,12,True,0,0,0.0,73.57476161394904
2030,8,low,69.83110677635182,3.327343568352998,True,1,False,2,1,1.5,63.95362555252545
2030,8,low,69.83110677635182,3.327343568352998,True,2,False,4,1,2.5,67.31740007526717
2030,8,low,69.83110677635182,3.327343568352998,True,3,False,6,5,5.5,70.23298212820897
2030,8,low,69.83110677635182,3.327343568352998,True,4,False,2,2,2.0,70.07460359929317
2030,8,low,69.83110677635182,3.327343568352998,True,5,False,4,2,3.0,78.90549087875085
2030,8,low,69.83110677635182,3.327343568352998,True,7,True,0,0,0.0,78.103709680644
2030,8,low,69.83110677635182,3.327343568352998,True,8,True,3,4,3.5,69.15365635301058
2030,8,low,69.83110677635182,3.327343568352998,True,9,True,6,4,5.0,69.27453652932687
2030,8,low,69.83110677635182,3.327343568352998,True,10,True,3,2,2.5,72.32003302206651
2030,8,low,69.83110677635182,3.327343568352998,True,11,True,1,2,1.5,70.56153711493596
2030,8,low,69.83110677635182,3.327343568352998,True,12,True,5,2,3.5,70.12025754373529
2031,9,mid,83.72017173033079,4.425966700326095,True,2,False,4,3,3.5,77.83539659982117
2031,9,mid,83.72017173033079,4.425966700326095,True,3,False,5,3,4.0,83.18356148830607
2031,9,mid,83.72017173033079,4.425966700326095,True,4,False,5,4,4.5,86.52170887831974
2031,9,mid,83.72017173033079,4.425966700326095,True,5,False,5,3,4.0,79.34435099051078
2031,9,mid,83.72017173033079,4.425966700326095,True,6,False,7,5,6.0,89.2129052514294
2031,9,mid,83.72017173033079,4.425966700326095,True,7,True,6,4,5.0,91.00160484025663
2031,9,mid,83.72017173033079,4.425966700326095,True,8,True,3,0,1.5,81.71560508304775
2031,9,mid,83.72017173033079,4.425966700326095,True,9,True,7,5,6.0,81.4611060759846
2031,9,mid,83.72017173033079,4.425966700326095,True,10,True,5,4,4.5,80.69688481478639
2031,9,mid,83.72017173033079,4.425966700326095,True,11,True,5,4,4.5,88.49308335002489
2031,9,mid,83.72017173033079,4.425966700326095,True,12,True,3,1,2.0,91.3902759231373
2032,7,mid,72.90134498423028,4.977764669916569,True,1,False,7,5,6.0,78.3080455477651
2032,7,mid,72.90134498423028,4.977764669916569,True,2,False,3,2,2.5,78.0420530800083
2032,7,mid,72.90134498423028,4.977764669916569,True,3,False,3,1,2.0,72.23138394487508
2032,7,mid,72.90134498423028,4.977764669916569,True,4,False,2,0,1.0,76.49138365600754
2032,7,mid,72.90134498423028,4.977764669916569,True,5,False,4,2,3.0,71.02445187701029
2032,7,mid,72.90134498423028,4.977764669916569,True,6,False,3,1,2.0,67.0204120411642
2032,7,mid,72.90134498423028,4.977764669916569,True,7,True,5,2,3.5,78.19182750132748
2032,7,mid,72.90134498423028,4.977764669916569,True,8,True,5,5,5.0,75.11440008271991
2032,7,mid,72.90134498423028,4.977764669916569,True,9,True,7,5,6.0,77.58303476694735
2032,7,mid,72.90134498423028,4.977764669916569,True,10,True,4,3,3.5,70.73744646630867
2032,7,mid,72.90134498423028,4.977764669916569,True,11,True,4,1,2.5,73.54993262811224
2032,7,mid,72.90134498423028,4.977764669916569,True,12,True,5,5,5.0,68.73364577039793
2033,6,low,69.0357247008772,3.491090343053483,True,1,False,1,1,1.0,65.8165079387962
2033,6,low,69.0357247008772,3.491090343053483,True,2,False,4,4,4.0,70.96752393353283
2033,6,low,69.0357247008772,3.491090343053483,True,4,False,5,3,4.0,70.17896337053345
2033,6,low,69.0357247008772,3.491090343053483,True,5,False,2,1,1.5,69.47154799598661
2033,6,low,69.0357247008772,3.491090343053483,True,6,False,3,3,3.0,71.75855345161526
2033,6,low,69.0357247008772,3.491090343053483,True,7,True,4,1,2.5,74.53213009374235
2033,6,low,69.0357247008772,3.491090343053483,True,8,True,4,4,4.0,74.10578780384112
2033,6,low,69.0357247008772,3.491090343053483,True,9,True,1,1,1.0,71.58333354482511
2033,6,low,69.0357247008772,3.491090343053483,True,10,True,1,0,0.5,81.38046662689939
2033,6,low,69.0357247008772,3.491090343053483,True,11,True,3,2,2.5,77.42908673960174
2033,6,low,69.0357247008772,3.491090343053483,True,12,True,1,2,1.5,73.15944709724799
2034,10,low,83.79442172982033,4.519008885115684,True,1,False,7,5,6.0,86.43941271395607
2034,10,low,83.79442172982033,4.519008885115684,True,2,False,4,4,4.0,83.61067221698053
2034,10,low,83.79442172982033,4.519008885115684,True,3,False,3,2,2.5,77.13725549792665
2034,10,low,83.79442172982033,4.519008885115684,True,4,False,3,3,3.0,85.15532144641881
2034,10,low,83.79442172982033,4.519008885115684,True,5,False,1,2,1.5,79.55577670997722
2034,10,low,83.79442172982033,4.519008885115684,True,6,False,3,1,2.0,81.87969626656003
2034,10,low,83.79442172982033,4.519008885115684,True,8,True,3,4,3.5,81.68231416929183
2034,10,low,83.79442172982033,4.519008885115684,True,9,True,5,5,5.0,82.67065919220897
2034,10,low,83.79442172982033,4.519008885115684,True,10,True,5,2,3.5,82.26021991369396
2034,10,low,83.79442172982033,4.519008885115684,True,11,True,4,3,3.5,89.03460891560825
2034,10,low,83.79442172982033,4.519008885115684,True,12,True,3,3,3.0,88.18550982406715
2035,12,high,82.49262253771892,3.6059564104482833,False,1,False,7,5,6.0,82.8544288140632
2035,12,high,82.49262253771892,3.6059564104482833,False,2,False,4,1,2.5,91.16474271762146
2035,12,high,82.49262253771892,3.6059564104482833,False,3,False,2,2,2.0,86.14638853814826
2035,12,high,82.49262253771892,3.6059564104482833,False,4,False,4,3,3.5,86.67293923578316
2035,12,high,82.49262253771892,3.6059564104482833,False,5,False,7,5,6.0,78.88268104763516
2035,12,high,82.49262253771892,3.6059564104482833,False,6,False,4,2,3.0,77.89680235613177
